,artist,date,rank,song
20,ANDY GRAMMER,2015-09-12,21 ,"Honey, I'm Good."
21,JIDENNA featuring ROMAN GIANARTHUR,2015-09-12,22 ,Classic Man
22,FALL OUT BOY,2015-09-12,23 ,Uma Thurman
23,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-09-12,24 ,Post To Be
24,CHARLIE PUTH featuring MEGHAN TRAINOR,2015-09-12,25 ,Marvin Gaye
25,SAM HUNT,2015-09-12,26 ,House Party
26,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-09-12,27 ,Hey Mama
27,RICH HOMIE QUAN,2015-09-12,28 ,Flex (Ooh Ooh Ooh)
28,MAROON 5,2015-09-12,29 ,Sugar
29,ED SHEERAN,2015-09-12,30 ,Thinking Out Loud
30,ONE DIRECTION,2015-09-12,31 ,Drag Me Down
31,SHAWN MENDES,2015-09-12,32 ,Stitches
32,THE WEEKND,2015-09-12,33 ,Earned It (Fifty Shades Of Grey)
33,DRAKE,2015-09-12,34 ,Hotline Bling
34,DRAKE,2015-09-12,35 ,Back To Back
35,THOMAS RHETT,2015-09-12,36 ,Crash And Burn
36,X AMBASSADORS,2015-09-12,37 ,Renegades
37,N.W.A.,2015-09-12,38 ,Straight Outta Compton
38,LUKE BRYAN,2015-09-12,39 ,Kick The Dust Up
39,FETTY WAP,2015-09-12,40 ,Again
40,ILOVEMEMPHIS,2015-09-12,41 ,Hit The Quan
41,5 SECONDS OF SUMMER,2015-09-12,42 ,She's Kinda Hot
42,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,2015-09-12,43 ,"I Don't Like It, I Love It"
43,CHRIS JANSON,2015-09-12,44 ,Buy Me A Boat
44,RIHANNA,2015-09-12,45 ,Bitch Better Have My Money
45,ELLIE GOULDING,2015-09-12,46 ,Love Me Like You Do
46,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,2015-09-12,47 ,All Eyes On You
47,KEITH URBAN,2015-09-12,48 ,"John Cougar, John Deere, John 3:16"
48,TOVE LO,2015-09-12,49 ,Talking Body
49,EAZY-E,2015-09-12,50 ,Boyz-N-The Hood
50,JEREMIH featuring J. COLE,2015-09-12,51 ,Planes
51,T-WAYNE,2015-09-12,52 ,Nasty Freestyle
52,RAE SREMMURD,2015-09-12,53 ,This Could Be Us
53,ERIC CHURCH,2015-09-12,54 ,Like A Wrecking Ball
54,ZAC BROWN BAND,2015-09-12,55 ,Loving You Easy
55,FRANKIE BALLARD,2015-09-12,56 ,Young & Crazy
56,MEGHAN TRAINOR featuring JOHN LEGEND,2015-09-12,57 ,Like I'm Gonna Lose You
57,BRETT ELDREDGE,2015-09-12,58 ,Lose My Mind
58,DUSTIN LYNCH,2015-09-12,59 ,Hell Of A Night
59,"DOVE CAMERON, CAMERON BOYCE, BOOBOO STEWART & SOFIA CARSON",2015-09-12,60 ,Rotten To The Core
60,CALVIN HARRIS & DISCIPLES,2015-09-12,61 ,How Deep Is Your Love
61,LUKE BRYAN,2015-09-12,62 ,Strip It Down
62,KID INK featuring DeJ LOAF,2015-09-12,63 ,Be Real
63,TORI KELLY,2015-09-12,64 ,Should've Been Us
64,LANA DEL REY,2015-09-12,65 ,High By The Beach
65,ZEDD featuring JON BELLION,2015-09-12,66 ,Beautiful Now
66,ELLE KING,2015-09-12,67 ,Ex's & Oh's
67,LITTLE MIX,2015-09-12,68 ,Black Magic
68,KENNY CHESNEY,2015-09-12,69 ,Save It For A Rainy Day
69,CAM,2015-09-12,70 ,Burning House
70,K CAMP,2015-09-12,71 ,Comfortable
71,NICKY JAM & ENRIQUE IGLESIAS,2015-09-12,72 ,El Perdon
72,JASON DERULO,2015-09-12,73 ,Cheyenne
73,HAILEE STEINFELD,2015-09-12,74 ,Love Myself
74,MADDIE & TAE,2015-09-12,75 ,Fly
75,MICHAEL RAY,2015-09-12,76 ,Kiss You In The Morning
76,ADAM LAMBERT,2015-09-12,77 ,Ghost Town
77,FLORIDA GEORGIA LINE,2015-09-12,78 ,Anything Goes
78,ALESSIA CARA,2015-09-12,79 ,Here
79,MEEK MILL featuring DRAKE,2015-09-12,80 ,R.I.C.O.
80,OLD DOMINION,2015-09-12,81 ,Break Up With Him
81,BLAKE SHELTON,2015-09-12,82 ,Sangria
82,DISCLOSURE featuring SAM SMITH,2015-09-12,83 ,Omen
83,CHRIS YOUNG,2015-09-12,84 ,I'm Comin' Over
84,FUTURE featuring DRAKE,2015-09-12,85 ,Where Ya At
85,NELLY featuring JEREMIH,2015-09-12,86 ,The Fix
86,PIA MIA featuring CHRIS BROWN & TYGA,2015-09-12,87 ,Do It Again
87,JAKE OWEN,2015-09-12,88 ,Real Life
88,J. COLE,2015-09-12,89 ,Wet Dreamz
89,COLE SWINDELL,2015-09-12,90 ,Let Me See Ya Girl
90,BRANTLEY GILBERT,2015-09-12,91 ,One Hell Of An Amen
91,BIG SEAN featuring KANYE WEST & JOHN LEGEND,2015-09-12,92 ,One Man Can Change The World
92,JASON ALDEAN,2015-09-12,93 ,Tonight Looks Good On You
93,KENDRICK LAMAR,2015-09-12,94 ,Alright
94,DAN + SHAY,2015-09-12,95 ,Nothin' Like You
95,PITBULL featuring CHRIS BROWN,2015-09-12,96 ,Fun
96,CHASE RICE,2015-09-12,97 ,Gonna Wanna Tonight
97,THE GAME featuring DRAKE,2015-09-12,98 ,100
98,"DJ KHALED featuring CHRIS BROWN, LIL WAYNE & BIG SEAN",2015-09-12,99 ,How Many Times
99,5 SECONDS OF SUMMER,2015-09-12,100,Fly Away
0,THE WEEKND,2015-09-19,1  ,Can't Feel My Face
1,OMI,2015-09-19,2  ,Cheerleader
2,SILENTO,2015-09-19,3  ,Watch Me
3,THE WEEKND,2015-09-19,4  ,The Hills
4,MAJOR LAZER x DJ SNAKE featuring M0,2015-09-19,5  ,Lean On
5,SELENA GOMEZ featuring A$AP ROCKY,2015-09-19,6  ,Good For You
6,FETTY WAP featuring REMY BOYZ,2015-09-19,7  ,679
7,R. CITY featuring ADAM LEVINE,2015-09-19,8  ,Locked Away
8,FETTY WAP,2015-09-19,9  ,Trap Queen
9,RACHEL PLATTEN,2015-09-19,10 ,Fight Song
10,FETTY WAP featuring MONTY,2015-09-19,11 ,My Way
11,ED SHEERAN,2015-09-19,12 ,Photograph
12,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-09-19,13 ,Where Are U Now
13,ONE DIRECTION,2015-09-19,14 ,Drag Me Down
14,WIZ KHALIFA featuring CHARLIE PUTH,2015-09-19,15 ,See You Again
15,WALK THE MOON,2015-09-19,16 ,Shut Up And Dance
16,DEMI LOVATO,2015-09-19,17 ,Cool For The Summer
17,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-09-19,18 ,Bad Blood
18,MARK RONSON featuring BRUNO MARS,2015-09-19,19 ,Uptown Funk!
19,SHAWN MENDES,2015-09-19,20 ,Stitches
20,FIFTH HARMONY featuring KID INK,2015-09-19,21 ,Worth It
21,FALL OUT BOY,2015-09-19,22 ,Uma Thurman
22,ILOVEMEMPHIS,2015-09-19,23 ,Hit The Quan
23,JASON DERULO,2015-09-19,24 ,Want To Want Me
24,JIDENNA featuring ROMAN GIANARTHUR,2015-09-19,25 ,Classic Man
25,CHARLIE PUTH featuring MEGHAN TRAINOR,2015-09-19,26 ,Marvin Gaye
26,ANDY GRAMMER,2015-09-19,27 ,"Honey, I'm Good."
27,SAM HUNT,2015-09-19,28 ,House Party
28,DRAKE,2015-09-19,29 ,Hotline Bling
29,RICH HOMIE QUAN,2015-09-19,30 ,Flex (Ooh Ooh Ooh)
30,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,2015-09-19,31 ,All Eyes On You
31,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-09-19,32 ,Post To Be
32,MAROON 5,2015-09-19,33 ,Sugar
33,ED SHEERAN,2015-09-19,34 ,Thinking Out Loud
34,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-09-19,35 ,Hey Mama
35,X AMBASSADORS,2015-09-19,36 ,Renegades
36,THE WEEKND,2015-09-19,37 ,Earned It (Fifty Shades Of Grey)
37,FETTY WAP,2015-09-19,38 ,Again
38,DRAKE,2015-09-19,39 ,Back To Back
39,THOMAS RHETT,2015-09-19,40 ,Crash And Burn
40,CHRIS JANSON,2015-09-19,41 ,Buy Me A Boat
41,KEITH URBAN,2015-09-19,42 ,"John Cougar, John Deere, John 3:16"
42,CARRIE UNDERWOOD,2015-09-19,43 ,Smoke Break
43,JEREMIH featuring J. COLE,2015-09-19,44 ,Planes
44,RIHANNA,2015-09-19,45 ,Bitch Better Have My Money
45,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,2015-09-19,46 ,"I Don't Like It, I Love It"
46,5 SECONDS OF SUMMER,2015-09-19,47 ,She's Kinda Hot
47,ELLIE GOULDING,2015-09-19,48 ,Love Me Like You Do
48,RAE SREMMURD,2015-09-19,49 ,This Could Be Us
49,LUKE BRYAN,2015-09-19,50 ,Kick The Dust Up
50,MEGHAN TRAINOR featuring JOHN LEGEND,2015-09-19,51 ,Like I'm Gonna Lose You
51,HAILEE STEINFELD,2015-09-19,52 ,Love Myself
52,LUKE BRYAN,2015-09-19,53 ,Strip It Down
53,BRETT ELDREDGE,2015-09-19,54 ,Lose My Mind
54,DUSTIN LYNCH,2015-09-19,55 ,Hell Of A Night
55,CALVIN HARRIS & DISCIPLES,2015-09-19,56 ,How Deep Is Your Love
56,ELLE KING,2015-09-19,57 ,Ex's & Oh's
57,T-WAYNE,2015-09-19,58 ,Nasty Freestyle
58,FUTURE featuring DRAKE,2015-09-19,59 ,Where Ya At
59,KENNY CHESNEY,2015-09-19,60 ,Save It For A Rainy Day
60,N.W.A.,2015-09-19,61 ,Straight Outta Compton
61,ALESSIA CARA,2015-09-19,62 ,Here
62,CAM,2015-09-19,63 ,Burning House
63,ZEDD featuring JON BELLION,2015-09-19,64 ,Beautiful Now
64,EAZY-E,2015-09-19,65 ,Boyz-N-The Hood
65,"DOVE CAMERON, CAMERON BOYCE, BOOBOO STEWART & SOFIA CARSON",2015-09-19,66 ,Rotten To The Core
66,LITTLE MIX,2015-09-19,67 ,Black Magic
67,NICKY JAM & ENRIQUE IGLESIAS,2015-09-19,68 ,El Perdon
68,K CAMP,2015-09-19,69 ,Comfortable
69,ZAC BROWN BAND,2015-09-19,70 ,Loving You Easy
70,FRANKIE BALLARD,2015-09-19,71 ,Young & Crazy
71,KID INK featuring DeJ LOAF,2015-09-19,72 ,Be Real
72,FLORIDA GEORGIA LINE,2015-09-19,73 ,Anything Goes
73,ADAM LAMBERT,2015-09-19,74 ,Ghost Town
74,TORI KELLY,2015-09-19,75 ,Should've Been Us
75,OLD DOMINION,2015-09-19,76 ,Break Up With Him
76,MADDIE & TAE,2015-09-19,77 ,Fly
77,JASON DERULO,2015-09-19,78 ,Cheyenne
78,MEEK MILL featuring DRAKE,2015-09-19,79 ,R.I.C.O.
79,CHRIS YOUNG,2015-09-19,80 ,I'm Comin' Over
80,BLAKE SHELTON,2015-09-19,81 ,Sangria
81,PIA MIA featuring CHRIS BROWN & TYGA,2015-09-19,82 ,Do It Again
82,DISCLOSURE featuring SAM SMITH,2015-09-19,83 ,Omen
83,COLE SWINDELL,2015-09-19,84 ,Let Me See Ya Girl
84,MICHAEL RAY,2015-09-19,85 ,Kiss You In The Morning
85,JAKE OWEN,2015-09-19,86 ,Real Life
86,NICK JONAS,2015-09-19,87 ,Levels
87,DAN + SHAY,2015-09-19,88 ,Nothin' Like You
88,KENDRICK LAMAR,2015-09-19,89 ,Alright
89,BIG SEAN featuring KANYE WEST & JOHN LEGEND,2015-09-19,90 ,One Man Can Change The World
90,J. COLE,2015-09-19,91 ,No Role Modelz
91,CHASE RICE,2015-09-19,92 ,Gonna Wanna Tonight
92,THE GAME featuring DRAKE,2015-09-19,93 ,100
93,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2015-09-19,94 ,Downtown
94,BRANTLEY GILBERT,2015-09-19,95 ,One Hell Of An Amen
95,CHRIS BROWN,2015-09-19,96 ,Liquor
96,LANA DEL REY,2015-09-19,97 ,High By The Beach
97,TREY SONGZ,2015-09-19,98 ,About You
98,ANDREW McMAHON IN THE WILDERNESS,2015-09-19,99 ,Cecilia And The Satellite
99,KIP MOORE,2015-09-19,100,I'm To Blame
0,JUSTIN BIEBER,2015-09-26,1  ,What Do You Mean?
1,THE WEEKND,2015-09-26,2  ,Can't Feel My Face
2,THE WEEKND,2015-09-26,3  ,The Hills
3,SILENTO,2015-09-26,4  ,Watch Me
4,OMI,2015-09-26,5  ,Cheerleader
5,MAJOR LAZER x DJ SNAKE featuring M0,2015-09-26,6  ,Lean On
6,SELENA GOMEZ featuring A$AP ROCKY,2015-09-26,7  ,Good For You
7,FETTY WAP featuring REMY BOYZ,2015-09-26,8  ,679
8,R. CITY featuring ADAM LEVINE,2015-09-26,9  ,Locked Away
9,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-09-26,10 ,Where Are U Now
10,DEMI LOVATO,2015-09-26,11 ,Cool For The Summer
11,ED SHEERAN,2015-09-26,12 ,Photograph
12,RACHEL PLATTEN,2015-09-26,13 ,Fight Song
13,FETTY WAP,2015-09-26,14 ,Trap Queen
14,TAYLOR SWIFT,2015-09-26,15 ,Wildest Dreams
15,FETTY WAP featuring MONTY,2015-09-26,16 ,My Way
16,WALK THE MOON,2015-09-26,17 ,Shut Up And Dance
17,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2015-09-26,18 ,Downtown
18,SHAWN MENDES,2015-09-26,19 ,Stitches
19,WIZ KHALIFA featuring CHARLIE PUTH,2015-09-26,20 ,See You Again
20,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-09-26,21 ,Bad Blood
21,DRAKE,2015-09-26,22 ,Hotline Bling
22,ONE DIRECTION,2015-09-26,23 ,Drag Me Down
23,ILOVEMEMPHIS,2015-09-26,24 ,Hit The Quan
24,MARK RONSON featuring BRUNO MARS,2015-09-26,25 ,Uptown Funk!
25,CHARLIE PUTH featuring MEGHAN TRAINOR,2015-09-26,26 ,Marvin Gaye
26,FALL OUT BOY,2015-09-26,27 ,Uma Thurman
27,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,2015-09-26,28 ,All Eyes On You
28,FIFTH HARMONY featuring KID INK,2015-09-26,29 ,Worth It
29,JIDENNA featuring ROMAN GIANARTHUR,2015-09-26,30 ,Classic Man
30,RICH HOMIE QUAN,2015-09-26,31 ,Flex (Ooh Ooh Ooh)
31,JASON DERULO,2015-09-26,32 ,Want To Want Me
32,SAM HUNT,2015-09-26,33 ,House Party
33,ED SHEERAN,2015-09-26,34 ,Thinking Out Loud
34,ANDY GRAMMER,2015-09-26,35 ,"Honey, I'm Good."
35,MAROON 5,2015-09-26,36 ,Sugar
36,THE WEEKND,2015-09-26,37 ,Earned It (Fifty Shades Of Grey)
37,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-09-26,38 ,Post To Be
38,DRAKE,2015-09-26,39 ,Back To Back
39,X AMBASSADORS,2015-09-26,40 ,Renegades
40,KEITH URBAN,2015-09-26,41 ,"John Cougar, John Deere, John 3:16"
41,FETTY WAP,2015-09-26,42 ,Again
42,DAVID GUETTA featuring NICKI MINAJ & AFROJACK,2015-09-26,43 ,Hey Mama
43,HAILEE STEINFELD,2015-09-26,44 ,Love Myself
44,CHRIS JANSON,2015-09-26,45 ,Buy Me A Boat
45,THOMAS RHETT,2015-09-26,46 ,Crash And Burn
46,THE WEEKND featuring LANA DEL REY,2015-09-26,47 ,Prisoner
47,LUKE BRYAN,2015-09-26,48 ,Strip It Down
48,JEREMIH featuring J. COLE,2015-09-26,49 ,Planes
49,ELLE KING,2015-09-26,50 ,Ex's & Oh's
50,TORI KELLY,2015-09-26,51 ,Should've Been Us
51,FUTURE featuring DRAKE,2015-09-26,52 ,Where Ya At
52,MEGHAN TRAINOR featuring JOHN LEGEND,2015-09-26,53 ,Like I'm Gonna Lose You
53,THE WEEKND,2015-09-26,54 ,Tell Your Friends
54,CALVIN HARRIS & DISCIPLES,2015-09-26,55 ,How Deep Is Your Love
55,RAE SREMMURD,2015-09-26,56 ,This Could Be Us
56,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,2015-09-26,57 ,"I Don't Like It, I Love It"
57,5 SECONDS OF SUMMER,2015-09-26,58 ,She's Kinda Hot
58,BRETT ELDREDGE,2015-09-26,59 ,Lose My Mind
59,THE WEEKND,2015-09-26,60 ,Acquainted
60,DUSTIN LYNCH,2015-09-26,61 ,Hell Of A Night
61,THE WEEKND,2015-09-26,62 ,Real Life
62,KENNY CHESNEY,2015-09-26,63 ,Save It For A Rainy Day
63,LUKE BRYAN,2015-09-26,64 ,Kick The Dust Up
64,NICKY JAM & ENRIQUE IGLESIAS,2015-09-26,65 ,El Perdon
65,ALESSIA CARA,2015-09-26,66 ,Here
66,CAM,2015-09-26,67 ,Burning House
67,K CAMP,2015-09-26,68 ,Comfortable
68,MADDIE & TAE,2015-09-26,69 ,Fly
69,NICK JONAS,2015-09-26,70 ,Levels
70,ZEDD featuring JON BELLION,2015-09-26,71 ,Beautiful Now
71,ADAM LAMBERT,2015-09-26,72 ,Ghost Town
72,FLORIDA GEORGIA LINE,2015-09-26,73 ,Anything Goes
73,LITTLE MIX,2015-09-26,74 ,Black Magic
74,OLD DOMINION,2015-09-26,75 ,Break Up With Him
75,CARRIE UNDERWOOD,2015-09-26,76 ,Smoke Break
76,IMAGINE DRAGONS,2015-09-26,77 ,Roots
77,CHRIS YOUNG,2015-09-26,78 ,I'm Comin' Over
78,THE WEEKND,2015-09-26,79 ,Shameless
79,"DOVE CAMERON, CAMERON BOYCE, BOOBOO STEWART & SOFIA CARSON",2015-09-26,80 ,Rotten To The Core
80,JASON DERULO,2015-09-26,81 ,Cheyenne
81,BIG SEAN featuring KANYE WEST & JOHN LEGEND,2015-09-26,82 ,One Man Can Change The World
82,ZAC BROWN BAND,2015-09-26,83 ,Loving You Easy
83,KENDRICK LAMAR,2015-09-26,84 ,Alright
84,THE WEEKND featuring LABRINTH,2015-09-26,85 ,Losers
85,PIA MIA featuring CHRIS BROWN & TYGA,2015-09-26,86 ,Do It Again
86,MEEK MILL featuring DRAKE,2015-09-26,87 ,R.I.C.O.
87,COLE SWINDELL,2015-09-26,88 ,Let Me See Ya Girl
88,DISCLOSURE featuring SAM SMITH,2015-09-26,89 ,Omen
89,FRANKIE BALLARD,2015-09-26,90 ,Young & Crazy
90,THE GAME featuring DRAKE,2015-09-26,91 ,100
91,J. COLE,2015-09-26,92 ,No Role Modelz
92,THE WEEKND featuring ED SHEERAN,2015-09-26,93 ,Dark Times
93,DAN + SHAY,2015-09-26,94 ,Nothin' Like You
94,5 SECONDS OF SUMMER,2015-09-26,95 ,Jet Black Heart
95,CHASE RICE,2015-09-26,96 ,Gonna Wanna Tonight
96,HALSEY,2015-09-26,97 ,New Americana
97,NICKI MINAJ,2015-09-26,98 ,The Night Is Still Young
98,JAKE OWEN,2015-09-26,99 ,Real Life
99,THE WEEKND,2015-09-26,100,In The Night
0,THE WEEKND,2015-10-03,1  ,Can't Feel My Face
1,THE WEEKND,2015-10-03,2  ,The Hills
2,JUSTIN BIEBER,2015-10-03,3  ,What Do You Mean?
3,SILENTO,2015-10-03,4  ,Watch Me
4,OMI,2015-10-03,5  ,Cheerleader
5,MAJOR LAZER x DJ SNAKE featuring M0,2015-10-03,6  ,Lean On
6,SELENA GOMEZ featuring A$AP ROCKY,2015-10-03,7  ,Good For You
7,FETTY WAP featuring REMY BOYZ,2015-10-03,8  ,679
8,R. CITY featuring ADAM LEVINE,2015-10-03,9  ,Locked Away
9,ED SHEERAN,2015-10-03,10 ,Photograph
10,DEMI LOVATO,2015-10-03,11 ,Cool For The Summer
11,TAYLOR SWIFT,2015-10-03,12 ,Wildest Dreams
12,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-10-03,13 ,Where Are U Now
13,SHAWN MENDES,2015-10-03,14 ,Stitches
14,FETTY WAP featuring MONTY,2015-10-03,15 ,My Way
15,DRAKE,2015-10-03,16 ,Hotline Bling
16,RACHEL PLATTEN,2015-10-03,17 ,Fight Song
17,FETTY WAP,2015-10-03,18 ,Trap Queen
18,WALK THE MOON,2015-10-03,19 ,Shut Up And Dance
19,ILOVEMEMPHIS,2015-10-03,20 ,Hit The Quan
20,WIZ KHALIFA featuring CHARLIE PUTH,2015-10-03,21 ,See You Again
21,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2015-10-03,22 ,Downtown
22,CHARLIE PUTH featuring MEGHAN TRAINOR,2015-10-03,23 ,Marvin Gaye
23,ONE DIRECTION,2015-10-03,24 ,Drag Me Down
24,TAYLOR SWIFT featuring KENDRICK LAMAR,2015-10-03,25 ,Bad Blood
25,FALL OUT BOY,2015-10-03,26 ,Uma Thurman
26,MARK RONSON featuring BRUNO MARS,2015-10-03,27 ,Uptown Funk!
27,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,2015-10-03,28 ,All Eyes On You
28,RICH HOMIE QUAN,2015-10-03,29 ,Flex (Ooh Ooh Ooh)
29,FIFTH HARMONY featuring KID INK,2015-10-03,30 ,Worth It
30,JASON DERULO,2015-10-03,31 ,Want To Want Me
31,ED SHEERAN,2015-10-03,32 ,Thinking Out Loud
32,JIDENNA featuring ROMAN GIANARTHUR,2015-10-03,33 ,Classic Man
33,THE WEEKND,2015-10-03,34 ,Earned It (Fifty Shades Of Grey)
34,SAM HUNT,2015-10-03,35 ,House Party
35,HAILEE STEINFELD,2015-10-03,36 ,Love Myself
36,X AMBASSADORS,2015-10-03,37 ,Renegades
37,ANDY GRAMMER,2015-10-03,38 ,"Honey, I'm Good."
38,DRAKE,2015-10-03,39 ,Back To Back
39,OMARION featuring CHRIS BROWN & JHENE AIKO,2015-10-03,40 ,Post To Be
40,MAROON 5,2015-10-03,41 ,Sugar
41,CHRIS JANSON,2015-10-03,42 ,Buy Me A Boat
42,THOMAS RHETT,2015-10-03,43 ,Crash And Burn
43,KEITH URBAN,2015-10-03,44 ,"John Cougar, John Deere, John 3:16"
44,CALVIN HARRIS & DISCIPLES,2015-10-03,45 ,How Deep Is Your Love
45,ELLE KING,2015-10-03,46 ,Ex's & Oh's
46,FETTY WAP,2015-10-03,47 ,Again
47,FUTURE featuring DRAKE,2015-10-03,48 ,Where Ya At
48,LUKE BRYAN,2015-10-03,49 ,Strip It Down
49,MEGHAN TRAINOR featuring JOHN LEGEND,2015-10-03,50 ,Like I'm Gonna Lose You
50,JEREMIH featuring J. COLE,2015-10-03,51 ,Planes
51,BRETT ELDREDGE,2015-10-03,52 ,Lose My Mind
52,RAE SREMMURD,2015-10-03,53 ,This Could Be Us
53,K CAMP,2015-10-03,54 ,Comfortable
54,KENNY CHESNEY,2015-10-03,55 ,Save It For A Rainy Day
55,NICKY JAM & ENRIQUE IGLESIAS,2015-10-03,56 ,El Perdon
56,FLO RIDA featuring ROBIN THICKE & VERDINE WHITE,2015-10-03,57 ,"I Don't Like It, I Love It"
57,ALESSIA CARA,2015-10-03,58 ,Here
58,CAM,2015-10-03,59 ,Burning House
59,NICK JONAS,2015-10-03,60 ,Levels
60,5 SECONDS OF SUMMER,2015-10-03,61 ,She's Kinda Hot
61,MADDIE & TAE,2015-10-03,62 ,Fly
62,LUKE BRYAN,2015-10-03,63 ,Kick The Dust Up
63,ADAM LAMBERT,2015-10-03,64 ,Ghost Town
64,DUSTIN LYNCH,2015-10-03,65 ,Hell Of A Night
65,FLORIDA GEORGIA LINE,2015-10-03,66 ,Anything Goes
66,OLD DOMINION,2015-10-03,67 ,Break Up With Him
67,TORI KELLY,2015-10-03,68 ,Should've Been Us
68,LITTLE MIX,2015-10-03,69 ,Black Magic
69,THE WEEKND,2015-10-03,70 ,Tell Your Friends
70,CARRIE UNDERWOOD,2015-10-03,71 ,Smoke Break
71,THE WEEKND,2015-10-03,72 ,Acquainted
72,CHRIS YOUNG,2015-10-03,73 ,I'm Comin' Over
73,ZEDD featuring JON BELLION,2015-10-03,74 ,Beautiful Now
74,TRAVI$ SCOTT,2015-10-03,75 ,Antidote
75,J. COLE,2015-10-03,76 ,No Role Modelz
76,THE WEEKND featuring LANA DEL REY,2015-10-03,77 ,Prisoner
77,COLE SWINDELL,2015-10-03,78 ,Let Me See Ya Girl
78,THE WEEKND,2015-10-03,79 ,Real Life
79,"DOVE CAMERON, CAMERON BOYCE, BOOBOO STEWART & SOFIA CARSON",2015-10-03,80 ,Rotten To The Core
80,DAN + SHAY,2015-10-03,81 ,Nothin' Like You
81,KENDRICK LAMAR,2015-10-03,82 ,Alright
82,WIZ KHALIFA featuring RAE SREMMURD,2015-10-03,83 ,Burn Slow
83,POST MALONE,2015-10-03,84 ,White Iverson
84,PIA MIA featuring CHRIS BROWN & TYGA,2015-10-03,85 ,Do It Again
85,CHASE RICE,2015-10-03,86 ,Gonna Wanna Tonight
86,CHRIS BROWN,2015-10-03,87 ,Liquor
87,MEEK MILL featuring DRAKE,2015-10-03,88 ,R.I.C.O.
88,ZAC BROWN BAND,2015-10-03,89 ,Loving You Easy
89,TREY SONGZ,2015-10-03,90 ,About You
90,THE WEEKND featuring ED SHEERAN,2015-10-03,91 ,Dark Times
91,THE GAME featuring DRAKE,2015-10-03,92 ,100
92,JAKE OWEN,2015-10-03,93 ,Real Life
93,BIG SEAN featuring KANYE WEST & JOHN LEGEND,2015-10-03,94 ,One Man Can Change The World
94,JASON DERULO,2015-10-03,95 ,Cheyenne
95,DISCLOSURE featuring SAM SMITH,2015-10-03,96 ,Omen
96,HALSEY,2015-10-03,97 ,New Americana
97,J BALVIN,2015-10-03,98 ,Ginza
98,THE WEEKND,2015-10-03,99 ,Shameless
99,NICKI MINAJ,2015-10-03,100,The Night Is Still Young
0,THE WEEKND,2015-10-10,1  ,The Hills
1,JUSTIN BIEBER,2015-10-10,2  ,What Do You Mean?
2,THE WEEKND,2015-10-10,3  ,Can't Feel My Face
3,SILENTO,2015-10-10,4  ,Watch Me
4,SELENA GOMEZ featuring A$AP ROCKY,2015-10-10,5  ,Good For You
5,R. CITY featuring ADAM LEVINE,2015-10-10,6  ,Locked Away
6,FETTY WAP featuring REMY BOYZ,2015-10-10,7  ,679
7,OMI,2015-10-10,8  ,Cheerleader
8,DRAKE,2015-10-10,9  ,Hotline Bling
9,MAJOR LAZER x DJ SNAKE featuring M0,2015-10-10,10 ,Lean On
10,ED SHEERAN,2015-10-10,11 ,Photograph
11,SHAWN MENDES,2015-10-10,12 ,Stitches
12,TAYLOR SWIFT,2015-10-10,13 ,Wildest Dreams
13,DEMI LOVATO,2015-10-10,14 ,Cool For The Summer
14,FETTY WAP featuring MONTY,2015-10-10,15 ,My Way
15,"MACKLEMORE & RYAN LEWIS featuring ERIC NALLY, MELLE MEL, KOO",2015-10-10,16 ,Downtown
16,FETTY WAP,2015-10-10,17 ,Trap Queen
17,RACHEL PLATTEN,2015-10-10,18 ,Fight Song
18,SKRILLEX & DIPLO featuring JUSTIN BIEBER,2015-10-10,19 ,Where Are U Now
19,WALK THE MOON,2015-10-10,20 ,Shut Up And Dance
20,ILOVEMEMPHIS,2015-10-10,21 ,Hit The Quan
21,CHARLIE PUTH featuring MEGHAN TRAINOR,2015-10-10,22 ,Marvin Gaye
22,WIZ KHALIFA featuring CHARLIE PUTH,2015-10-10,23 ,See You Again
23,ONE DIRECTION,2015-10-10,24 ,Drag Me Down
24,FALL OUT BOY,2015-10-10,25 ,Uma Thurman
25,MEEK MILL featuring CHRIS BROWN & NICKI MINAJ,2015-10-10,26 ,All Eyes On You
